2019-12-02 00:00:00 Launching analysis for BacktestingAlgorithm.py with LEAN Engine v2.5.0.0
2023-11-27 16:00:00 No data available for PG at this time.
2023-11-28 16:00:00 Received data for AAPL: Close Price = 122.15
2023-11-28 16:00:00 No data available for MSFT at this time.
2023-11-28 16:00:00 Received data for GOOGL: Close Price = 2062.52
2023-11-28 16:00:00 No data available for AMZN at this time.
2023-11-28 16:00:00 No data available for TSLA at this time.
2023-11-28 16:00:00 No data available for JNJ at this time.
2023-11-28 16:00:00 No data available for PG at this time.
2023-11-29 16:00:00 Received data for AAPL: Close Price = 122.15
2023-11-29 16:00:00 No data available for MSFT at this time.
2023-11-29 16:00:00 Received data for GOOGL: Close Price = 2062.52
2023-11-29 16:00:00 No data available for AMZN at this time.
2023-11-29 16:00:00 No data available for TSLA at this time.
2023-11-29 16:00:00 No data available for JNJ at this time.
2023-11-29 16:00:00 No data available for PG at this time.
2023-11-30 16:00:00 Received data for AAPL: Close Price = 122.15
2023-11-30 16:00:00 No data available for MSFT at this time.
2023-11-30 16:00:00 Received data for GOOGL: Close Price = 2062.52
2023-11-30 16:00:00 No data available for AMZN at this time.
2023-11-30 16:00:00 No data available for TSLA at this time.
2023-11-30 16:00:00 No data available for JNJ at this time.
2023-11-30 16:00:00 No data available for PG at this time.
2023-12-01 16:00:00 Set holdings for AAPL to 31.43% based on market cap weighting
2023-12-01 16:00:00 Skipping MSFT due to invalid price or non-tradable status.
2023-12-01 16:00:00 Set holdings for GOOGL to 8.87% based on market cap weighting
2023-12-01 16:00:00 Skipping AMZN due to invalid price or non-tradable status.
2023-12-01 16:00:00 Skipping TSLA due to invalid price or non-tradable status.
2023-12-01 16:00:00 Skipping JNJ due to invalid price or non-tradable status.
2023-12-01 16:00:00 Skipping PG due to invalid price or non-tradable status.
2023-12-01 16:00:00 Received data for AAPL: Close Price = 122.15
2023-12-01 16:00:00 No data available for MSFT at this time.
2023-12-01 16:00:00 Received data for GOOGL: Close Price = 2062.52
2023-12-01 16:00:00 No data available for AMZN at this time.
2023-12-01 16:00:00 No data available for TSLA at this time.
2023-12-01 16:00:00 No data available for JNJ at this time.
2023-12-01 16:00:00 No data available for PG at this time.
2023-12-04 16:00:00 Received data for AAPL: Close Price = 122.15
2023-12-04 16:00:00 No data available for MSFT at this time.
2023-12-04 16:00:00 Received data for GOOGL: Close Price = 2062.52
2023-12-04 16:00:00 No data available for AMZN at this time.
2023-12-04 16:00:00 No data available for TSLA at this time.
2023-12-04 16:00:00 No data available for JNJ at this time.
2023-12-04 16:00:00 No data available for PG at this time.
2023-12-05 16:00:00 Received data for AAPL: Close Price = 122.15
2023-12-05 16:00:00 No data available for MSFT at this time.
2023-12-05 16:00:00 Received data for GOOGL: Close Price = 2062.52
2023-12-05 16:00:00 No data available for AMZN at this time.
2023-12-05 16:00:00 No data available for TSLA at this time.
2023-12-05 16:00:00 No data available for JNJ at this time.
2023-12-05 16:00:00 No data available for PG at this time.
2023-12-06 16:00:00 Received data for AAPL: Close Price = 122.15
2023-12-06 16:00:00 No data available for MSFT at this time.
2023-12-06 16:00:00 Received data for GOOGL: Close Price = 2062.52
2023-12-06 16:00:00 No data available for AMZN at this time.
2023-12-06 16:00:00 No data available for TSLA at this time.
2023-12-06 16:00:00 No data available for JNJ at this time.
2023-12-06 16:00:00 No data available for PG at this time.
2023-12-07 16:00:00 Received data for AAPL: Close Price = 122.15
2023-12-07 16:00:00 No data available for MSFT at this time.
2023-12-07 16:00:00 Received data for GOOGL: Close Price = 2062.52
2023-12-07 16:00:00 No data available for AMZN at this time.
2023-12-07 16:00:00 No data available for TSLA at this time.
2023-12-07 16:00:00 No data available for JNJ at this time.
2023-12-07 16:00:00 No data available for PG at this time.
2023-12-08 16:00:00 Received data for AAPL: Close Price = 122.15
2023-12-08 16:00:00 No data available for MSFT at this time.
2023-12-08 16:00:00 Received data for GOOGL: Close Price = 2062.52
2023-12-08 16:00:00 No data available for AMZN at this time.
2023-12-08 16:00:00 No data available for TSLA at this time.
2023-12-08 16:00:00 No data available for JNJ at this time.
2023-12-08 16:00:00 No data available for PG at this time.
2023-12-11 16:00:00 Received data for AAPL: Close Price = 122.15
2023-12-11 16:00:00 No data available for MSFT at this time.
2023-12-11 16:00:00 Received data for GOOGL: Close Price = 2062.52
2023-12-11 16:00:00 No data available for AMZN at this time.
2023-12-11 16:00:00 No data available for TSLA at this time.
2023-12-11 16:00:00 No data available for JNJ at this time.
2023-12-11 16:00:00 No data available for PG at this time.
2023-12-12 16:00:00 Received data for AAPL: Close Price = 122.15
2023-12-12 16:00:00 No data available for MSFT at this time.
2023-12-12 16:00:00 Received data for GOOGL: Close Price = 2062.52
2023-12-12 16:00:00 No data available for AMZN at this time.
2023-12-12 16:00:00 No data available for TSLA at this time.
2023-12-12 16:00:00 No data available for JNJ at this time.
2023-12-12 16:00:00 No data available for PG at this time.
2023-12-13 16:00:00 Received data for AAPL: Close Price = 122.15
2023-12-13 16:00:00 No data available for MSFT at this time.
2023-12-13 16:00:00 Received data for GOOGL: Close Price = 2062.52
2023-12-13 16:00:00 No data available for AMZN at this time.
2023-12-13 16:00:00 No data available for TSLA at this time.
2023-12-13 16:00:00 No data available for JNJ at this time.
2023-12-13 16:00:00 No data available for PG at this time.
2023-12-14 16:00:00 Received data for AAPL: Close Price = 122.15
2023-12-14 16:00:00 No data available for MSFT at this time.
2023-12-14 16:00:00 Received data for GOOGL: Close Price = 2062.52
2023-12-14 16:00:00 No data available for AMZN at this time.
2023-12-14 16:00:00 No data available for TSLA at this time.
2023-12-14 16:00:00 No data available for JNJ at this time.
2023-12-14 16:00:00 No data available for PG at this time.
2023-12-15 16:00:00 Received data for AAPL: Close Price = 122.15
2023-12-15 16:00:00 No data available for MSFT at this time.
2023-12-15 16:00:00 Received data for GOOGL: Close Price = 2062.52
2023-12-15 16:00:00 No data available for AMZN at this time.
2023-12-15 16:00:00 No data available for TSLA at this time.
2023-12-15 16:00:00 No data available for JNJ at this time.
2023-12-15 16:00:00 No data available for PG at this time.
2023-12-18 16:00:00 Received data for AAPL: Close Price = 122.15
2023-12-18 16:00:00 No data available for MSFT at this time.
2023-12-18 16:00:00 Received data for GOOGL: Close Price = 2062.52
2023-12-18 16:00:00 No data available for AMZN at this time.
2023-12-18 16:00:00 No data available for TSLA at this time.
2023-12-18 16:00:00 No data available for JNJ at this time.
2023-12-18 16:00:00 No data available for PG at this time.
2023-12-19 16:00:00 Received data for AAPL: Close Price = 122.15
2023-12-19 16:00:00 No data available for MSFT at this time.
2023-12-19 16:00:00 Received data for GOOGL: Close Price = 2062.52
2023-12-19 16:00:00 No data available for AMZN at this time.
2023-12-19 16:00:00 No data available for TSLA at this time.
2023-12-19 16:00:00 No data available for JNJ at this time.
2023-12-19 16:00:00 No data available for PG at this time.
2023-12-20 16:00:00 Received data for AAPL: Close Price = 122.15
2023-12-20 16:00:00 No data available for MSFT at this time.
2023-12-20 16:00:00 Received data for GOOGL: Close Price = 2062.52
2023-12-20 16:00:00 No data available for AMZN at this time.
2023-12-20 16:00:00 No data available for TSLA at this time.
2023-12-20 16:00:00 No data available for JNJ at this time.
2023-12-20 16:00:00 No data available for PG at this time.
2023-12-21 16:00:00 Received data for AAPL: Close Price = 122.15
2023-12-21 16:00:00 No data available for MSFT at this time.
2023-12-21 16:00:00 Received data for GOOGL: Close Price = 2062.52
2023-12-21 16:00:00 No data available for AMZN at this time.
2023-12-21 16:00:00 No data available for TSLA at this time.
2023-12-21 16:00:00 No data available for JNJ at this time.
2023-12-21 16:00:00 No data available for PG at this time.
2023-12-22 16:00:00 Received data for AAPL: Close Price = 122.15
2023-12-22 16:00:00 No data available for MSFT at this time.
2023-12-22 16:00:00 Received data for GOOGL: Close Price = 2062.52
2023-12-22 16:00:00 No data available for AMZN at this time.
2023-12-22 16:00:00 No data available for TSLA at this time.
2023-12-22 16:00:00 No data available for JNJ at this time.
2023-12-22 16:00:00 No data available for PG at this time.
2023-12-26 16:00:00 Received data for AAPL: Close Price = 122.15
2023-12-26 16:00:00 No data available for MSFT at this time.
2023-12-26 16:00:00 Received data for GOOGL: Close Price = 2062.52
2023-12-26 16:00:00 No data available for AMZN at this time.
2023-12-26 16:00:00 No data available for TSLA at this time.
2023-12-26 16:00:00 No data available for JNJ at this time.
2023-12-26 16:00:00 No data available for PG at this time.
2023-12-27 16:00:00 Received data for AAPL: Close Price = 122.15
2023-12-27 16:00:00 No data available for MSFT at this time.
2023-12-27 16:00:00 Received data for GOOGL: Close Price = 2062.52
2023-12-27 16:00:00 No data available for AMZN at this time.
2023-12-27 16:00:00 No data available for TSLA at this time.
2023-12-27 16:00:00 No data available for JNJ at this time.
2023-12-27 16:00:00 No data available for PG at this time.
2023-12-28 16:00:00 Received data for AAPL: Close Price = 122.15
2023-12-28 16:00:00 No data available for MSFT at this time.
2023-12-28 16:00:00 Received data for GOOGL: Close Price = 2062.52
2023-12-28 16:00:00 No data available for AMZN at this time.
2023-12-28 16:00:00 No data available for TSLA at this time.
2023-12-28 16:00:00 No data available for JNJ at this time.
2023-12-28 16:00:00 No data available for PG at this time.
2023-12-29 16:00:00 Received data for AAPL: Close Price = 122.15
2023-12-29 16:00:00 No data available for MSFT at this time.
2023-12-29 16:00:00 Received data for GOOGL: Close Price = 2062.52
2023-12-29 16:00:00 No data available for AMZN at this time.
2023-12-29 16:00:00 No data available for TSLA at this time.
2023-12-29 16:00:00 No data available for JNJ at this time.
2023-12-29 16:00:00 No data available for PG at this time.
2024-01-02 16:00:00 Received data for AAPL: Close Price = 122.15
2024-01-02 16:00:00 No data available for MSFT at this time.
2024-01-02 16:00:00 Received data for GOOGL: Close Price = 2062.52
2024-01-02 16:00:00 No data available for AMZN at this time.
2024-01-02 16:00:00 No data available for TSLA at this time.
2024-01-02 16:00:00 No data available for JNJ at this time.
2024-01-02 16:00:00 No data available for PG at this time.
2024-01-03 16:00:00 Received data for AAPL: Close Price = 122.15
2024-01-03 16:00:00 No data available for MSFT at this time.
2024-01-03 16:00:00 Received data for GOOGL: Close Price = 2062.52
2024-01-03 16:00:00 No data available for AMZN at this time.
2024-01-03 16:00:00 No data available for TSLA at this time.
2024-01-03 16:00:00 No data available for JNJ at this time.
2024-01-03 16:00:00 No data available for PG at this time.
2024-01-04 16:00:00 Received data for AAPL: Close Price = 122.15
2024-01-04 16:00:00 No data available for MSFT at this time.
2024-01-04 16:00:00 Received data for GOOGL: Close Price = 2062.52
2024-01-04 16:00:00 No data available for AMZN at this time.
2024-01-04 16:00:00 No data available for TSLA at this time.
2024-01-04 16:00:00 No data available for JNJ at this time.
2024-01-04 16:00:00 No data available for PG at this time.
2024-01-05 16:00:00 Received data for AAPL: Close Price = 122.15
2024-01-05 16:00:00 No data available for MSFT at this time.
2024-01-05 16:00:00 Received data for GOOGL: Close Price = 2062.52
2024-01-05 16:00:00 No data available for AMZN at this time.
2024-01-05 16:00:00 No data available for TSLA at this time.
2024-01-05 16:00:00 No data available for JNJ at this time.
2024-01-05 16:00:00 No data available for PG at this time.
2024-01-08 16:00:00 Received data for AAPL: Close Price = 122.15
2024-01-08 16:00:00 No data available for MSFT at this time.
2024-01-08 16:00:00 Received data for GOOGL: Close Price = 2062.52
2024-01-08 16:00:00 No data available for AMZN at this time.
2024-01-08 16:00:00 No data available for TSLA at this time.
2024-01-08 16:00:00 No data available for JNJ at this time.
2024-01-08 16:00:00 No data available for PG at this time.
2024-01-09 16:00:00 Received data for AAPL: Close Price = 122.15
2024-01-09 16:00:00 No data available for MSFT at this time.
2024-01-09 16:00:00 Received data for GOOGL: Close Price = 2062.52
2024-01-09 16:00:00 No data available for AMZN at this time.
2024-01-09 16:00:00 No data available for TSLA at this time.
2024-01-09 16:00:00 No data available for JNJ at this time.
2024-01-09 16:00:00 No data available for PG at this time.
2024-01-10 16:00:00 Received data for AAPL: Close Price = 122.15
2024-01-10 16:00:00 No data available for MSFT at this time.
2024-01-10 16:00:00 Received data for GOOGL: Close Price = 2062.52
2024-01-10 16:00:00 No data available for AMZN at this time.
2024-01-10 16:00:00 No data available for TSLA at this time.
2024-01-10 16:00:00 No data available for JNJ at this time.
2024-01-10 16:00:00 No data available for PG at this time.
2024-01-11 16:00:00 Received data for AAPL: Close Price = 122.15
2024-01-11 16:00:00 No data available for MSFT at this time.
2024-01-11 16:00:00 Received data for GOOGL: Close Price = 2062.52
